"Natural resources, agriculture and related production occupations","University certificate or diploma below bachelor's level","..","17.65A","15.00A","23.80C","20.95C","13.60D","21.20C","26.15B","39.80A","19.15B","36.00A","42.60B","43.10A","24.80B","29.50A","37.50B","37.45D","22.90C","40.75A","34.70C","38.60C","..","..","40.55C","22.00C","36.00B","25.00A","27.90B","31.80D","29.85B","63.50C","37.70B","34.50C","30.80D","30.20C"
"Natural resources, agriculture and related production occupations","Bachelor's degree","..","34.45B","41.80B","19.30E","25.30D","F","30.95C","62.45C","..","40.10C","34.20B","25.00C","32.90B","33.45A","41.50A","47.15B","46.25B","55.95D","56.60D","44.00A","39.15A","..","..","30.15A","38.90B","39.80B","40.75A","39.25B","35.10B","39.75B","39.70B","38.75B","50.80B","34.35B","43.25B"
"Natural resources, agriculture and related production occupations","University certificate, diploma or degree above the bachelor's level","..","..","44.10C","105.50A","30.25D","..","..","32.60A","..","25.25A","26.90D","..","..","..","..","..","..","..","..","25.80A","25.40A","..","..","34.40A","56.05C","..","..","..","43.15C","50.20C","57.10A","..","61.85A","71.50C",".."
"Occupations in manufacturing and utilities","Minimum level of education required, all levels","16.45E","15.75A","15.45A","15.75A","15.80A","15.35A","15.50A","16.00A","16.20A","15.95A","16.20A","16.45A","17.35A","16.95A","16.95A","17.25A","18.00A","17.50A","17.70A","17.70A","18.30A","..","..","18.10A","18.40A","18.40A","18.50A","18.90A","19.70A","19.90A","20.35A","20.70A","21.25A","21.55A","21.90A"
"Occupations in manufacturing and utilities","No minimum level of education required","..","13.35A","13.95A","13.65A","13.10A","13.60A","13.50A","13.60A","14.05A","13.85A","14.30A","14.55A","15.25A","14.80A","14.90A","15.55A","15.65A","15.85A","15.65A","15.55A","16.35A","..","..","16.40A","16.65A","16.90A","17.15A","17.40A","18.20A","18.30A","18.70A","19.05A","19.40A","19.75A","19.55A"
"Occupations in manufacturing and utilities","High school diploma or equivalent","..","16.00A","15.30A","15.90A","15.90A","15.90A","16.00A","16.15A","16.65A","16.65A","16.50A","16.85A","17.75A","17.65A","17.65A","17.65A","18.70A","18.25A","17.90A","18.40A","19.00A","..","..","18.70A","19.30A","19.10A","19.20A","19.45A","20.25A","20.75A","20.75A","21.30A","22.05A","21.80A","22.35A"
"Occupations in manufacturing and utilities","Non-university certificate or diploma","..","22.75A","22.50A","23.10A","24.85A","22.55A","24.50A","23.05A","24.70A","24.15A","23.45A","23.80A","24.15A","23.80A","24.55A","23.00A","25.10A","24.15A","24.85A","25.30A","26.30A","..","..","25.25A","25.70A","26.00A","23.30A","25.10A","26.80A","27.00A","27.40A","27.90A","28.05A","27.10A","30.45A"
"Occupations in manufacturing and utilities","University certificate or diploma below bachelor's level","..","26.50B","29.75B","26.30A","27.70A","24.05B","28.90B","29.25A","29.95B","27.80A","17.75E","29.00B","24.55B","35.20A","33.80A","29.65A","36.80A","32.25B","31.80A","40.85B","24.80C","..","..","32.10B","36.30A","32.90A","29.65B","42.95C","33.80A","33.60A","34.55B","31.60B","37.70B","35.30A","38.95A"
"Occupations in manufacturing and utilities","Bachelor's degree","..","33.20A","30.55B","31.75A","30.45A","31.75A","28.35A","33.30A","29.70C","26.20B","29.30A","34.50B","33.80A","33.05B","36.20A","33.75A","34.85A","35.55A","34.75A","43.55B","30.60B","..","..","37.80A","37.00A","30.05A","36.50B","40.30A","35.85A","34.55A","36.80A","36.85A","37.85A","42.85A","43.50A"
"Occupations in manufacturing and utilities","University certificate, diploma or degree above the bachelor's level","..","..","42.00B","23.15D","32.50D","30.05E","39.60D","20.20B","15.25A","F","31.95B","..","..","..","..","..","36.65A","25.00A","54.80A","29.50A","30.60A","..","..","27.15C","47.10A","41.30B","60.80C","52.25B","45.50B","27.25D","52.55D","35.50B","88.95A","40.75A","67.15B"
"Unclassified occupations","Minimum level of education required, all levels","..","18.20C","18.10A","18.60A","21.25D","19.20D","F","F","19.45D","F","F","F","F","F","F","F","F","21.25D","F","20.70E","F","..","..","25.55E","F","23.20C","F","27.25E","F","F","27.00A","F","F","F","F"
"Unclassified occupations","No minimum level of education required","..","12.50C","12.60A","12.95A","12.90D","14.10D","F","F","15.05E","F","F","F","F","F","F","F","F","16.40D","F","F","F","..","..","F","F","16.15D","F","20.70E","F","F","24.30B","F","F","F","F"
"Unclassified occupations","High school diploma or equivalent","..","14.85D","14.70A","16.25A","16.20D","15.70D","F","F","15.15E","F","F","F","F","F","F","F","F","15.00D","F","F","F","..","..","F","F","20.40D","F","F","F","F","17.90B","F","F","F","F"
"Unclassified occupations","Non-university certificate or diploma","..","23.60C","23.40B","22.80A","22.75D","19.95D","F","F","23.20E","F","F","F","F","F","F","F","F","22.45D","F","F","F","..","..","F","F","27.45D","F","F","F","F","27.35B","F","F","F","F"
"Unclassified occupations","University certificate or diploma below bachelor's level","..","29.80D","28.45B","26.25B","22.60E","24.25D","F","F","29.40E","F","F","F","F","F","F","F","F","28.90D","F","F","F","..","..","F","F","20.10D","F","29.75E","F","F","34.15A","F","F","..","F"
"Unclassified occupations","Bachelor's degree","..","34.35C","31.80B","32.80A","35.20D","35.55D","F","F","35.00D","F","F","F","F","F","F","F","F","32.40D","F","F","F","..","..","36.50E","F","28.95D","F","F","F","F","27.45A","F","F","F","F"
"Unclassified occupations","University certificate, diploma or degree above the bachelor's level","..","40.80D","30.55B","40.45C","33.80E","36.85D","F","F","35.40E","F","F","F","F","F","F","F","F","F","F","F","F","..","..","F","F","36.90D","F","34.50E","F","F","27.45A","F","F","F","F"
